FFQ	14	0	0	0	0	0	11097	10520	0	0	79338	135385	132047	92725	14553	244031	313160	241922	328880	167561	32282	251264	1144300	1061823	181147	586416	1034086	671590	1020329	1799459	12014451	79418748	37197070	63144472	1879404	0	0	0	0	0	0
FFQ	15	0	0	0	0	0	10903	0	10109	0	40116	130600	42090	220971	14933	117863	319808	199662	320103	282609	85695	212533	1206844	954265	266636	360800	715540	1013932	937111	818298	13175497	79110763	37541348	63223068	1875963	0	0	0	0	0	0
FFQ	16	0	0	0	0	15116	10574	0	46345	52312	228409	100226	214	225111	127644	289484	330949	424930	395549	522312	307052	1284759	1460217	1704423	556544	669665	1926832	2787808	2088148	6841124	41080405	20114201	67571895	20496197	31549615	0	0	0	0	0	0
FFQ	17	0	0	0	0	0	11199	11104	0	0	83937	142202	138713	89121	8305	245581	324676	239771	302556	214525	44241	275671	204166	1103680	1188386	345813	743805	1027311	772628	1800117	4502869	14059924	79493510	36688026	59146223	0	0	0	0	0	0
FFQ	18	0	23794	0	53115	65598	198285	13136	40198	143398	205204	329192	171608	314003	141388	443894	527778	667743	692326	1348895	458491	655103	1588482	2507011	2317938	2173293	2481385	313396	333518	6368994	40901148	21232241	66659011	20357134	29481360	0	0	0	0	0	0
FFQ	19	0	0	0	0	0	12418	11276	0	0	86208	146431	151033	93093	8540	259863	342153	285831	344202	206104	42855	208447	317184	1131921	1252857	644702	983590	905767	636186	2810258	2772112	13356593	79348588	36260683	60589165	0	0	0	0	0	0
FFQ	20	0	0	443	0	0	10927	12741	0	0	86263	143543	150034	104589	438	262892	347396	255103	401405	151994	144096	257112	1069207	1148694	388606	500729	778151	1144318	598056	2786026	12624788	80446173	36771262	62623074	0	0	0	0	0	0	0
FFQ	21	0	0	124	0	0	0	21213	0	0	42412	84124	233003	7457	96582	121964	265289	359923	260087	298486	103321	284988	167144	1040878	1334587	350422	681949	1025712	784721	1632936	4830128	14081733	79692137	36810872	58595868	0	0	0	0	0	0
FFQ	22	0	0	0	0	0	11787	12800	0	0	87344	149794	159325	98618	948	263610	347679	290942	393829	169630	144180	256843	212011	1212014	1345596	598810	948190	886125	578842	3431262	3188044	14522936	79039991	36450774	58406136	0	0	0	0	0	0
FFQ	23	0	0	0	0	0	12951	11410	0	0	86360	149564	156936	104336	13863	250870	356245	298908	380256	202372	142317	322606	292967	1093104	1402577	561424	934770	785971	951378	2205529	4152133	14175749	79299536	36753802	58110126	0	0	0	0	0	0
FFQ	24	0	25897	0	54540	115240	227855	14765	519	155072	218292	348237	437162	540148	391030	474060	1408971	620379	989867	524918	1566415	1711172	2472434	2991914	2060362	300884	564627	4789285	39817640	15901019	30279632	7245143	37353095	20527846	29079640	0	0	0	0	0	0
FFQ	25	0	0	940	0	0	13599	12765	0	0	93974	161723	169485	112424	14910	267817	378583	316058	399605	220737	152749	344478	321309	1096705	1439003	581718	976378	838511	1018216	2252064	4299306	14257871	78994615	36893430	57579087	0	0	0	0	0	0
FFQ	26	0	0	24260	0	22108	0	69632	231534	75433	386376	726	183481	505758	305393	497892	315215	169884	126661	45604	320649	415473	275101	1173698	1603059	876362	689450	1164915	1805813	3130734	4456805	13773096	78454400	34559275	57549273	0	0	0	0	0	0
FFQ	27	0	0	244	21566	21239	0	0	134826	228665	228380	144616	12382	373548	477558	371593	441487	217792	49431	114478	164167	281365	258196	1268552	1416294	358188	753397	1072588	745761	2010868	4456560	14215234	79090519	36852322	57426244	0	0	0	0	0	0
FFQ	28	0	0	263	22092	21280	0	0	140037	235825	236291	158685	1991	384349	502787	368521	518622	172298	140517	83941	169871	395254	420649	1169061	1448609	579876	953135	827028	1088099	2154203	4139163	14127253	78659048	36686553	57402759	0	0	0	0	0	0
FFQ	29	0	0	504	20691	21789	0	0	141554	238438	238358	145122	14322	381999	480989	376362	456494	226848	58008	113700	183895	296101	291277	1295043	1462242	385325	785285	1110827	765632	2087162	4366683	14127267	78828171	36785864	57522108	0	0	0	0	0	0
FFQ	30	0	0	5583	20692	25402	0	0	145622	238527	256364	151393	28566	391729	508762	416687	462564	297971	0	239609	153696	341148	273357	2499639	392552	482410	934173	952800	825970	2006508	8834781	48920735	53566524	51217470	28616826	0	0	0	0	0	0
FFQ	31	0	0	72	22398	23186	0	0	143112	238012	252939	152879	16167	404356	504036	395433	481543	234863	60061	113987	185211	306821	301982	1330708	1501831	406589	812890	1130775	793134	2149418	4381840	14154768	78793899	36858033	57057117	0	0	0	0	0	0
FFQ	32	0	0	926	20734	0	19252	0	69601	223556	72835	389383	14171	193315	523789	339934	506810	387079	90431	169419	58848	328654	345639	1264069	1411981	466742	863571	1149219	860520	2163775	4346006	14227262	78992160	36859126	56849253	0	0	0	0	0	0
FFQ	33	0	0	1451	23538	22534	0	0	145502	244051	247747	159065	16075	410934	511883	391588	474855	239438	57749	115046	185590	310951	302192	1342661	1513047	408122	804441	1133613	801164	2162433	4390163	14237373	78742560	36882918	56929376	0	0	0	0	0	0
FFQ	34	0	0	179	23227	22934	0	0	153255	249108	252480	159222	16690	413344	524945	405257	498915	247597	60807	116988	190305	310062	309155	1333205	1506123	415399	832082	1150315	806791	2198387	4437812	14323627	78710104	36791802	56747943	0	0	0	0	0	0
FFQ	35	0	0	459	22968	23972	0	0	155623	251790	260857	163088	16907	426201	538953	419432	509471	253490	62370	117192	193835	313455	313628	1337453	1518179	425492	846812	1170530	825563	2225574	4487189	14370349	78780423	36772814	56403991	0	0	0	0	0	0
FFQ	36	0	0	312	28296	24547	0	0	164434	272548	259995	185861	5395	432592	561644	395293	573223	195365	157186	92007	189528	436588	480456	1203228	1527829	630401	1014051	911814	1184196	2221370	4251229	14208465	78290353	36666728	56643126	0	0	0	0	0	0
FFQ	37	0	0	494	23675	28352	0	0	166269	264838	282230	162811	33387	427061	551150	446852	501949	331712	27977	233635	166128	364996	296077	1686059	1307395	641109	1021793	1102085	747290	2889651	3809432	14483735	78186893	36627368	56395657	0	0	0	0	0	0
FFQ	38	0	0	70	26061	26202	0	0	167476	270879	279564	170047	18762	445577	548844	423999	516876	266159	67650	124595	205531	325615	327731	1356647	1545226	428532	860275	1206211	840524	2254480	4625582	14422523	78363878	36741118	56351426	0	0	0	0	0	0
FFQ	39	0	0	753	25959	25400	0	0	164059	264214	272604	174571	21982	431759	567849	427952	528129	266319	0	189182	64989	362996	379045	1304267	1461321	500692	911078	1232012	917219	2278235	4653281	14431245	78324522	36825726	56200700	0	0	0	0	0	0
FFQ	40	0	0	496	26679	27322	0	0	168251	274343	284150	176477	20382	457519	560675	454043	513425	274547	94050	97616	207518	425404	235145	1607668	1387915	700894	1055944	1186794	757231	2918907	3880502	14530828	78061375	36585798	56236162	0	0	0	0	0	0
FFQ	41	0	0	1040	26665	29710	0	0	173606	279384	299732	180538	36799	457928	574173	464290	526507	349304	29284	242448	174677	378830	304565	1720055	1332645	665136	1051866	1127235	771386	2954166	3926389	14558217	77900270	36625074	56046141	0	0	0	0	0	0
FFQ	42	0	0	420	29724	31025	0	0	178387	292377	302051	200131	21361	465100	606612	452536	603522	288961	99763	239319	170439	500030	478017	1561434	1335067	752494	1053530	1077387	1126164	2370080	4058383	14499954	77886658	36555473	55971661	0	0	0	0	0	0
FFQ	43	0	0	1224	27516	30845	0	0	176452	283142	304976	183623	38990	469840	586395	470002	532411	359914	28800	242695	177556	382062	310713	1709834	1325060	670975	1063610	1140694	779872	2997565	3951099	14632340	77892150	36532152	55905553	0	0	0	0	0	0
FFQ	44	0	0	151	28193	26896	0	0	170512	278771	291042	188925	20257	482050	575384	439500	543972	284341	68093	129041	208660	340531	337297	1374421	1568454	448127	885379	1243668	869184	2334063	4741622	14566080	78153507	36716146	55893793	0	0	0	0	0	0
FFQ	45	0	0	33995	0	28131	0	91276	297591	107513	488946	34822	254566	634414	436989	564753	504429	183915	226003	462543	264399	486314	529364	1483743	2011268	932861	596696	2280033	2124483	3658140	4967464	13746305	75697347	34363230	55716527	0	0	0	0	0	0
FFQ	46	0	0	8	27384	28883	0	0	174382	281009	298140	191647	25967	489808	589819	447519	563752	291275	67344	131367	212428	343513	345524	1387393	1579179	456925	906344	1257364	873400	2372204	4778216	14633359	78053729	36672455	55727723	0	0	0	0	0	0
FFQ	47	0	0	57	29266	31900	0	0	182055	297816	317790	189774	38277	490628	605838	483903	550565	370697	58604	226164	182417	393186	319641	1747578	1344248	820194	1285377	948414	828028	3647128	3661744	14743824	77412841	36394629	55605477	0	0	0	0	0	0
FFQ	48	0	0	1	29963	28602	0	0	175849	289880	301278	193193	21898	506979	606458	456881	567389	301023	68303	131337	214498	345135	341630	1382220	1581896	455551	894575	1279371	878760	2363803	4830823	14661009	77998302	36643841	55657612	0	0	0	0	0	0
FFQ	49	0	0	81	33087	32163	0	0	188141	309559	320232	224157	5404	528945	649747	456696	666596	240071	146928	130377	218844	484156	530272	1247749	1600756	560688	925311	1237496	1262399	1775691	5039612	14499798	77813306	36657203	55422595	0	0	0	0	0	0
FFQ	50	0	0	526	31219	31198	0	0	182498	299862	323784	223098	4822	524542	624745	477733	669072	240176	175409	101735	219604	394285	377496	1514493	1544872	558693	1096162	998175	931415	3041703	4517401	14731632	77485218	36491441	55395051	0	0	0	0	0	0
FFQ	51	0	0	1490	32874	31062	0	0	190450	316589	324802	228492	5121	527787	652861	458569	677299	240446	180845	104985	223337	495316	543929	1246157	1613682	707867	1138288	1022748	1316547	2445479	4693539	14625904	77331504	36423576	55406515	0	0	0	0	0	0
FFQ	52	0	0	130	32260	32088	0	0	188430	309443	330955	226946	5030	536893	654148	460024	675514	244948	149802	132754	223911	494472	539153	1243298	1606290	567295	940033	1261941	1284436	1817515	5108504	14563366	77746659	36458818	55373004	0	0	0	0	0	0
FFQ	53	0	0	495	34746	31999	0	0	196371	322756	335343	242363	5634	554888	681797	473112	697233	253118	153226	135680	228428	507266	554917	1252014	1624405	585791	962317	1289682	1314275	1831045	5179406	14645615	77437923	36473777	55202438	0	0	0	0	0	0
FFQ	54	0	0	3	29735	33774	0	0	191798	311720	344012	209324	22852	540497	636092	484899	608061	317911	74724	137303	235094	366716	367367	1400963	1608035	479411	939837	1344397	919952	2449916	5027170	14771114	77527878	36508835	55318670	0	0	0	0	0	0
FFQ	55	0	0	426	35093	32901	0	0	199905	328154	338332	243612	8231	557764	662244	494226	701868	257447	188108	108145	231423	407147	400953	1527800	1554078	576896	1150580	1033735	967192	3137370	4651470	14830052	77277882	36288458	55016568	0	0	0	0	0	0
FFQ	56	0	0	635	34660	35631	0	0	204559	330074	357833	246613	25005	540669	684402	480942	715303	335691	111800	270727	197091	455953	635238	1368510	1560390	679558	991783	1316949	1189931	2703499	4458853	14933982	77025291	36355074	54961414	0	0	0	0	0	0
FFQ	57	0	0	443	34469	35740	0	0	207259	334238	358135	248603	7792	572972	706984	496050	733379	265467	192885	109117	237951	519715	574163	1269918	1655595	744093	1200007	1079848	1378748	2521338	4872287	14732213	77037245	36237482	54843924	0	0	0	0	0	0
FFQ	58	0	0	2	74396	0	0	107420	218203	600849	0	254229	307207	545725	769243	528030	528224	213509	115352	277986	198984	459629	380549	1913784	1293501	690477	1175537	1196602	869453	3270939	4313616	14948875	76830386	36220800	54904553	0	0	0	0	0	0
FFQ	59	0	0	0	32868	37552	0	0	210124	334075	380998	229709	46968	563176	687107	548411	638626	424273	32418	284713	206053	427934	354014	1816800	1376221	759588	1206437	1294137	873769	3279833	4339600	14967273	76913655	36178212	54763516	0	0	0	0	0	0
FFQ	60	0	0	787	73341	0	0	111814	216646	604124	0	235410	331929	539485	778542	506834	446277	287538	66991	252365	208417	534119	517444	1543853	1458914	1063939	1448107	1066595	1293877	3294365	4039561	14867099	76537457	36037629	54844601	0	0	0	0	0	0
FFQ	61	0	0	0	34700	35735	0	0	214269	340330	369904	232873	26381	573407	689143	520519	667128	347566	82452	151236	249509	381783	393697	1424778	1644899	510392	1021838	1434838	980714	2560787	5238167	14903947	77038696	36412570	54725802	0	0	0	0	0	0
FFQ	62	0	67254	828	170958	187853	494605	27072	111190	589353	467785	664541	629920	712936	545343	651003	699392	769538	607562	538167	460111	528813	584367	1595868	1271489	1751728	2527482	3849249	2818881	3976145	2204143	11898527	73826160	33647100	54332697	0	0	0	0	0	0
FFQ	63	0	68504	159343	329483	64985	294753	5285	526057	657685	676719	489142	392135	742516	427276	799185	810015	543545	491688	932525	572020	515633	1232122	1839280	3228135	3341601	2957621	3043653	645008	978572	7510657	40831780	58066354	43030538	27004245	0	0	0	0	0	0
FFQ	64	0	0	45888	37725	0	123121	127783	524301	266272	5350	579062	334237	657433	898791	344972	559340	477064	162667	579968	443941	620148	817962	2755625	833863	799445	1311485	3792842	3405359	4554081	9165492	45181789	49393293	47285309	27123452	0	0	0	0	0	0
FFQ	65	0	0	106	37600	37355	0	0	227032	360050	385807	268217	6433	596744	724797	550534	789165	275712	177168	160182	255732	429121	432966	1559538	1597329	473378	1054898	1428612	1041405	2678073	5464861	15007612	76688433	36272460	54226740	0	0	0	0	0	0
FFQ	66	0	0	1300	79668	0	0	122875	234780	652114	0	254279	360662	582860	830093	587272	490315	309363	0	346821	218089	440573	375277	1855659	1399698	645004	1266200	1291965	1104767	2517508	5426592	14853434	76586677	36221881	54152334	0	0	0	0	0	0
FFQ	67	0	0	41046	0	40364	0	118119	376433	119543	670369	27462	327311	806448	477937	759587	599634	237492	129413	304345	414361	680353	295442	1775865	1576191	956691	1545168	1370310	1711286	3249158	6266110	14347078	76349980	33648450	53986114	0	0	0	0	0	0
FFQ	68	0	0	505	38623	40065	0	0	234538	364531	402392	276101	32216	599974	758555	601495	801317	377105	90165	343181	215509	476070	403761	1968801	1320890	588344	1259499	1220719	1123959	2533960	5477247	14875368	76448536	36230553	54104081	0	0	0	0	0	0
FFQ	69	0	0	1	40618	41573	0	0	237830	372415	408435	279457	33582	601588	783104	574144	795920	376864	90616	345539	216090	583572	577879	1689922	1412350	742433	1280537	1244165	1538521	1816551	5631727	14690052	76513484	36158142	54130949	0	0	0	0	0	0
FFQ	70	0	0	139	82393	0	0	125009	237827	659718	0	285769	336909	587973	857073	566489	581500	230906	131275	306539	216137	587167	572778	1693201	1413012	925479	1315482	1366734	1363894	2795068	4674348	14861523	76301624	35935193	54196901	0	0	0	0	0	0
FFQ	71	0	0	144	86325	0	0	124647	243959	675285	24719	292240	342281	601303	877443	643686	598998	372298	341957	287774	523750	675294	878393	1716663	1737749	956487	1102966	1482257	3863691	3899528	5195428	14272018	73785976	33585821	54018980	0	0	0	0	0	0
FFQ	72	0	0	2291	85301	0	0	127477	247308	678108	0	340873	389832	606726	887508	581216	605219	240209	92463	355630	221552	610657	588781	839479	2300733	785950	1316662	1280094	1579341	1819534	5685836	10308790	47343647	51689967	44566088	27030788	0	0	0	0	0
FFQ	73	0	0	0	42432	41890	0	0	244365	379696	411259	295096	127800	619906	805723	560327	850875	388088	92519	352309	218777	492211	702210	541441	2506379	600334	1118659	1431828	1514766	1974083	5747749	10467043	47384068	51671936	44597181	27027110	0	0	0	0	0
FFQ	74	0	0	43642	0	42050	0	125046	390050	119542	690389	76724	392070	806853	509360	754050	641384	240799	136210	312722	219805	492663	708777	1410822	1625740	792714	1388923	1126600	1573835	2792423	5255586	14841575	76099075	35664513	53934118	0	0	0	0	0	0
FFQ	75	0	51119	68	0	41199	131304	290272	148319	409069	497610	327992	569707	629858	693351	637988	535656	353924	522301	283510	549551	693515	604882	1615755	2624535	415400	922603	2594237	2505246	4151721	5740907	14081162	73612855	33264661	53707783	0	0	0	0	0	0
FFQ	76	0	0	0	43377	43238	0	0	251053	411964	433169	275962	147058	718844	810201	591440	704610	503508	137251	169313	648923	391384	888117	1844916	1452201	1201284	735296	1811280	3020681	2491297	4178542	18830071	69417404	36101509	54954167	0	0	0	0	0	0
FFQ	77	0	0	449	42473	43631	0	0	250151	378565	411957	251723	132086	679830	801331	581222	724259	443794	112119	179665	385839	523007	524702	720529	2577713	635554	1134868	1742311	1904951	3404654	6505084	13163998	46324312	50374801	42571850	25680632	0	0	0	0	0
FFQ	78	0	0	417	43263	41677	0	0	245343	381093	395889	274373	101859	652029	778853	560059	793929	312249	203620	198549	283910	492667	495957	766716	1631687	1333610	1216553	1744292	1261322	2901265	6447945	6987215	14393773	74809073	30334219	53124654	0	0	0	0	0
FFQ	79	0	0	22	41111	42622	0	0	239145	369029	394277	265723	124703	612353	755134	551571	777014	391773	98615	364455	223520	397805	539513	849614	1530670	1271455	1121009	1536081	1176043	2683445	5917105	6410873	14106556	75694340	30881535	53840949	0	0	0	0	0
FFQ	80	0	0	44120	42974	0	0	247152	384124	400285	248404	124876	640566	765346	555772	692134	395641	90397	186267	271723	222068	605793	591234	846618	2278101	1132656	1691183	1146213	1408295	3917857	4052426	10554604	46725189	51055669	44795477	27094896	0	0	0	0	0
FFQ	81	0	0	211	42523	42499	0	0	242262	371961	393978	267831	124114	604972	771843	546294	755467	387477	96999	355510	220892	597244	586147	843634	1415383	1592695	1302165	1337792	1547502	1732129	5735209	5738922	13920257	75976162	31240484	54417502	0	0	0	0	0
FFQ	82	0	0	1315	39776	41183	0	0	234175	358989	387864	239973	124287	617802	736202	542131	681337	382480	89866	181436	269235	384117	424379	580421	1717967	1408832	1105386	1643763	1108911	2508368	5560297	6001989	13936974	76135237	31227295	54536073	0	0	0	0	0
FFQ	83	0	0	693	41802	41537	0	0	238049	368519	391917	244649	124745	631045	747854	545207	684931	387525	89313	184681	276078	388052	424052	589359	1728157	1417516	1095183	1642146	1099975	2484123	5557791	5982094	13893639	76108659	31229001	54569768	0	0	0	0	0
FFQ	84	0	0	46505	0	42320	0	118098	383524	142357	646675	73274	375423	777116	545505	712432	587362	377473	187137	712558	310848	644217	586286	1808128	840904	2354812	870801	1631597	3051238	3692345	5770490	9406289	40617970	58057355	40676410	27160611	0	0	0	0	0
FFQ	85	0	0	308	43010	42272	0	0	237120	369625	392498	277130	126375	606797	750413	542105	779613	389735	102300	368010	232003	393244	545466	861564	1534092	1282614	1048805	1416757	1085875	2475233	5532385	5992654	13911573	76083114	31323484	54461886	0	0	0	0	0
FFQ	86	0	0	45137	0	41405	0	119893	376438	114087	652489	76688	380736	773796	475147	695188	609583	242661	148203	331567	237829	496555	712339	619512	2488354	751591	1382244	1074688	1476016	2771686	5093613	10273148	47127749	51342754	45046605	27230359	0	0	0	0	0
FFQ	87	0	0	0	89829	0	0	125579	243949	677807	0	333419	395595	610022	842548	565925	593968	252347	152030	349317	247611	504817	475552	1155620	1386721	1636694	1298621	1411098	922340	3535042	4416554	6267474	13671875	75641567	31142233	54261906	0	0	0	0	0
FFQ	88	0	0	45810	46560	0	0	249507	393393	423597	264226	128879	667705	789385	573028	725112	415179	100372	198507	314390	252220	611330	640740	929395	1459892	1978938	1658953	1093174	1324199	3904928	4000216	6236026	13428088	75301502	31017089	54035720	0	0	0	0	0
FFQ	89	0	57335	1447	45167	0	134370	468613	147584	705177	51589	383985	972277	484479	861270	797712	612430	263236	322412	783180	637133	683956	2019592	1113967	1386036	2914330	4466903	3279994	3221604	2231535	6393523	36362409	24391196	66743672	13294707	26975240	0	0	0	0	0
FFQ	90	0	0	0	91469	0	0	128133	249674	697182	0	350771	406327	624173	865357	558505	642540	263456	116113	418610	268231	433673	612327	958342	1583336	1312729	1091400	1425696	1096254	2536274	5729432	6239673	14060388	75565361	30984894	53897740	0	0	0	0	0
FFQ	91	0	0	51128	0	45293	0	128868	444780	121608	702700	52192	429006	932359	482211	862008	700894	364576	164850	662040	775910	419901	528922	1761294	1248724	1499520	1361793	2610443	2635033	4066294	5700530	9520337	40145683	57651951	40183286	26953926	0	0	0	0	0
FFQ	92	0	0	51790	0	44958	0	134353	418981	121156	710309	82361	391299	870714	491263	768462	663222	162683	273992	158099	332214	518904	516632	845239	1716151	1617343	1442232	1177545	1130134	3518290	5150112	6382999	13790612	75183378	30830837	53711796	0	0	0	0	0
FFQ	93	0	0	750	96156	0	0	132601	257589	723042	0	329787	449891	648293	894478	576612	554211	383186	0	453086	291620	377293	595505	849825	1740003	1408357	1121067	1552533	1082867	2516633	5858135	6382851	14171733	75337354	30780201	53642401	0	0	0	0	0
FFQ	94	0	62687	49481	0	142532	153260	633636	348473	52361	666382	451822	775509	1052747	544102	628740	728738	181399	726148	914435	644226	1048228	1059312	955531	2249053	2073837	1559989	2778208	3775780	4210100	4265683	7519679	43796607	48303564	44090692	26765119	0	0	0	0	0
FFQ	95	0	0	52652	0	50726	0	135974	435476	133723	760797	83802	402040	914289	542925	780956	696856	174186	295953	169604	369374	651458	698138	643223	1871361	1795826	1512695	1232057	1511099	2958319	5495084	6431836	13866517	74694848	30666656	53179610	0	0	0	0	0
FFQ	96	0	0	56498	0	48849	0	139055	443733	164150	760500	52936	403892	936995	635588	794111	721563	344330	227977	320411	594438	933660	473673	1340227	1209378	1986251	1009369	2455377	3253169	4330896	6278682	10002829	39875990	57118306	39702745	26592482	0	0	0	0	0
FFQ	97	0	0	53092	53273	0	0	281847	447529	472867	307254	139695	748735	888307	614098	816545	503913	116572	135566	477265	307926	471932	694289	1071852	1657963	1341764	1145503	1467770	1118114	2614241	6066199	6604116	14239505	74842165	30484366	53023797	0	0	0	0	0
FFQ	98	0	0	56682	53976	0	0	292117	467428	493732	316125	139657	777075	915265	656160	834755	491537	119000	233220	389349	315295	680444	763104	1083919	1558291	2065094	1769670	1129470	1370870	4212119	4290326	6773869	13603618	74069383	30411307	52875203	0	0	0	0	0
FFQ	99	0	0	28	53087	50156	0	0	274601	439793	463972	309514	140031	747487	879237	630038	809449	479004	115698	233807	381374	490809	496310	756240	1927769	1554590	1207326	1755542	1122579	2616221	6129818	6643402	14281406	74769997	30492688	52956087	0	0	0	0	0
FFQ	100	0	0	58280	51818	0	0	289070	463505	482357	324774	140814	771747	908627	647544	812781	513274	115860	190638	433861	319754	582198	866297	827887	1735351	1716801	1535524	1116461	1557836	3083056	5620339	6617483	13946731	74333554	30395102	52748736	0	0	0	0	0
FFQ	101	0	63962	1578	55243	0	151390	531096	143401	830598	54157	459935	1127931	563162	1005628	796484	332747	409045	366109	1006297	490653	453217	1803335	1244019	979750	2823637	3282361	4215184	3645891	3616148	7809543	35573286	24461761	65628988	12983832	26297692	0	0	0	0	0
FFQ	102	0	0	59281	0	53107	0	150963	470674	140066	818438	91554	433474	981362	561324	870073	758368	186166	264030	232442	387368	588357	581536	960927	1815002	1474558	1224206	1666935	1160945	2720525	6294319	6793471	14381887	74265813	30247522	52573367	0	0	0	0	0
