FFQ	11	0	0	0	0	0	14561	0	0	53899	0	119640	106092	9773	7210	210533	94353	374222	30600	112267	172480	114334	1216842	177299	431080	633454	484124	606085	6314762	3017917	23141562	33385592	29257431	28491904	0	0	0	0	0	0	0
FFQ	12	0	0	0	0	0	14651	0	0	52653	0	117302	110008	15623	334	212845	95253	369833	62916	79162	278031	0	1239413	133564	441641	641433	569819	446140	7440586	1890405	24382639	32806588	30160632	27016545	0	0	0	0	0	0	0
FFQ	13	0	0	1223	0	0	13709	0	0	48706	0	109260	106122	11381	4766	213894	93407	365654	80622	57417	194012	102750	1239433	69680	399282	434395	692819	351902	6443820	2701772	23217614	33622478	29275264	28726634	0	0	0	0	0	0	0
FFQ	14	0	0	0	0	7797	6977	0	26735	23604	62345	110629	60193	16294	112436	152263	240765	204445	97363	90695	237865	0	1270723	142324	440273	645028	599737	450805	8426977	851201	25994981	32413382	30070313	25821866	0	0	0	0	0	0	0
FFQ	15	0	0	0	0	0	14812	0	0	50827	0	115869	110335	16646	452	220918	97770	392256	64151	126043	239837	0	1277913	142318	442046	641848	602283	447969	8432812	848519	25944610	32550705	30057221	25739856	0	0	0	0	0	0	0
FFQ	16	0	0	0	0	0	14322	0	0	51372	0	113744	117777	12398	5170	218525	94485	358788	84318	59736	209255	106098	1248836	78891	416358	449644	705531	353586	6461821	2742485	23224203	33587676	29245668	28617329	0	0	0	0	0	0	0
FFQ	17	0	0	0	0	8430	7163	0	28403	24620	65278	109794	58264	10196	114937	166778	219526	218246	84762	119537	184005	109276	1253752	295869	426042	602158	487032	839727	8454060	683591	25634879	32429052	30105039	25837600	0	0	0	0	0	0	0
FFQ	18	0	0	0	0	9297	7408	0	29365	24308	67117	115255	64160	10903	119247	183800	238530	230027	89856	121046	159021	77039	1311202	281387	371400	694529	447604	831639	8624336	748108	25731173	32381609	29953082	25655568	0	0	0	0	0	0	0
FFQ	19	0	0	0	0	8362	6650	0	27202	23796	64187	115089	67068	4444	122290	180771	227038	209064	108120	51346	167255	160453	1289141	270106	268919	511442	578395	733045	7602147	1572606	24510099	32875369	29952446	26871166	0	0	0	0	0	0	0
FFQ	20	0	16114	33547	0	94915	84840	12985	30175	171927	116126	305013	68832	32900	255894	108757	372160	364165	203782	488437	581638	1133713	897264	412252	1252634	287274	1611252	4587082	5505384	11745037	29191009	27049634	28984993	12578281	0	0	0	0	0	0	0
FFQ	21	0	0	0	0	16838	0	0	56034	0	130502	124551	10535	548	244958	113043	418614	84226	37626	159971	79651	228591	1281632	405686	566261	481273	527943	967802	8840359	616206	25609946	32248037	29843386	25483797	0	0	0	0	0	0	0
FFQ	22	0	0	0	0	16504	0	0	54779	0	126317	125711	10401	596	241439	120627	401736	102798	38118	155913	45422	193642	1349418	289923	356517	692334	263961	950900	8799644	740811	25781171	32451399	29795467	25472468	0	0	0	0	0	0	0
FFQ	23	0	0	131	0	16282	0	0	54928	0	127966	128725	10286	497	247092	101936	443993	103273	39575	156875	45355	195682	1362479	95484	452210	746663	243272	674128	8785236	858868	25967633	32592354	29728419	25398674	0	0	0	0	0	0	0
FFQ	24	0	0	0	0	8244	6809	0	27913	24319	65094	123321	72827	4939	122483	172830	268712	226258	113728	102125	98449	100386	1375052	133554	340883	472223	577082	381783	8816324	800209	26198665	32634311	29884491	25425002	0	0	0	0	0	0	0
FFQ	25	0	0	0	0	16248	0	0	55004	0	128291	134465	10558	468	253009	106267	443733	106151	40789	158136	46609	202757	1376694	98457	452186	748507	247224	682651	8806514	848704	26006408	32570316	29758151	25279719	0	0	0	0	0	0	0
FFQ	26	0	0	16462	13709	0	44366	39992	103717	188677	97783	6472	177284	227061	343074	281810	146102	42112	61970	101616	152155	217023	1304368	150076	559733	613696	365891	652030	8651499	740945	25961163	32325466	29707573	25284191	0	0	0	0	0	0	0
FFQ	27	0	0	236	27678	0	0	82554	0	186688	200661	0	13058	345802	120940	583924	68192	105814	17950	165002	45603	219298	1382184	99963	375605	638417	384540	509901	8857317	677341	25957471	32644348	29735626	25131903	0	0	0	0	0	0	0
FFQ	28	0	19814	0	14833	49558	0	161101	104457	105902	102780	207400	74243	489837	100955	363180	122697	46137	122941	318326	180901	348240	1526143	439609	594895	794686	1523601	608812	8656268	1114802	25843542	31484930	27888310	25169116	0	0	0	0	0	0	0
FFQ	29	0	0	17378	14113	0	50587	43611	115839	202194	101022	10103	192648	240935	373019	298250	163276	31037	95245	114496	183748	279123	1308745	174761	512832	541282	554097	549510	8810448	564873	25840116	32389953	29637613	25167162	0	0	0	0	0	0	0
FFQ	30	0	0	17000	14497	0	49405	44401	110197	202438	107737	700	207519	255878	372030	327283	115363	86300	15892	191279	46764	270737	1446041	112536	224058	778797	422146	583814	8739935	663833	26030075	32583060	29582431	24975870	0	0	0	0	0	0	0
FFQ	31	0	0	1393	31009	0	0	91290	0	204537	218886	0	19010	374066	127907	633257	55217	142443	15846	193040	47387	280201	1477718	112944	229193	779143	419723	585755	8690545	655307	26009173	32500878	29685003	24997145	0	0	0	0	0	0	0
FFQ	32	0	0	17115	14823	0	48181	44494	105876	201872	106671	9786	193852	250671	379823	321432	147406	49049	89283	117534	181921	288928	1344859	180615	352909	634941	575863	556389	8545669	552002	25990997	32573900	29721329	24979826	0	0	0	0	0	0	0
FFQ	33	0	0	18830	14570	0	51975	44538	115371	209756	111417	10082	202984	257226	389321	316732	170686	33825	94007	118738	191836	298287	1361885	189107	528028	564688	563325	588934	8821246	561179	25917537	32337979	29573720	24920207	0	0	0	0	0	0	0
FFQ	34	0	0	33428	0	0	100731	0	223036	223193	0	11308	396573	135428	642023	67935	99466	51231	95070	121526	192382	303205	1342821	189923	366936	650819	598226	575365	8640185	563196	26010048	32381516	29646918	24915528	0	0	0	0	0	0	0
FFQ	35	0	0	20143	15493	0	52526	47309	116962	216790	118016	11176	206829	267058	398795	334212	159333	52275	95723	120705	194125	310471	1342389	193849	374102	667945	606330	584473	8666617	574741	26117302	32465827	29497315	24749185	0	0	0	0	0	0	0
FFQ	36	0	0	18651	16468	0	54360	48141	120060	222976	117617	816	220500	266975	389480	340324	121841	93264	15994	205940	48840	298165	1477657	119572	240891	813201	435465	616477	8809172	676552	25908340	32448681	29560442	24871154	0	0	0	0	0	0	0
FFQ	37	0	0	36073	0	0	103808	0	230219	233502	0	2068	425329	140708	665877	82984	64486	93962	16217	209160	49544	295226	1486185	119781	241736	821788	438790	618326	8875220	680871	25921171	32445274	29563850	24715861	0	0	0	0	0	0	0
FFQ	38	0	0	19403	16954	0	55123	50514	121260	226123	119972	1477	228094	276418	405394	357364	127563	95230	16112	210879	49242	297978	1482979	120626	244927	826906	440488	625276	8886542	684553	25914601	32477116	29509703	24689199	0	0	0	0	0	0	0
FFQ	39	0	0	1590	34802	0	0	103748	0	228536	236150	0	22329	409580	141902	693416	61940	160154	16538	211125	51080	298289	926053	694774	246154	833102	445235	629588	6116151	3466223	14994029	29912006	28961030	26590146	12092346	0	0	0	0	0	0
FFQ	40	0	0	333	35535	0	0	103601	0	228757	242100	0	22071	412341	141644	692878	63997	157856	16704	212841	49990	298078	1501247	121307	244956	829319	441980	625208	8911418	685882	25969994	32427075	29483844	24657060	0	0	0	0	0	0	0
FFQ	41	0	0	18705	19458	0	52521	56143	115853	252690	120309	1527	238890	288028	431682	439316	0	164238	16907	215232	51407	302938	1509285	124822	250955	853340	449823	639322	8932723	705914	25977706	32375970	29499097	24473215	0	0	0	0	0	0	0
FFQ	42	0	0	40580	0	0	113981	0	252411	254076	0	14345	450525	152821	729869	78871	112818	56376	103935	132754	206475	329765	1358468	207911	404487	707543	646281	624902	8834275	608155	25961163	32297215	29485462	24412552	0	0	0	0	0	0	0
FFQ	43	0	0	23835	18498	0	62581	53804	138502	250814	141571	2017	244742	316687	444238	427909	143939	128818	16662	344289	179028	201534	296884	1682378	343152	789558	615222	2007260	2089486	7758855	2763490	25610770	31033301	26033095	24415097	0	0	0	0	0	0
FFQ	44	0	0	22744	19286	0	53747	57035	119572	258225	125886	1494	244367	291507	427870	436245	0	169328	16980	219717	51964	316212	930850	700317	259711	864882	460430	659256	6227669	3480472	15043236	29818100	28870151	26393730	12037033	0	0	0	0	0	0
FFQ	45	0	23154	22081	0	58395	60811	133238	288128	143745	10864	256834	306625	495938	465577	197618	283013	108672	167252	282449	376046	1204246	1098020	329697	1962688	478489	2264557	4744034	5925184	11610788	28923069	26297179	28083996	11975629	0	0	0	0	0	0	0
FFQ	46	0	29562	21885	65892	0	231389	157790	148681	136544	265651	134204	680514	251957	482052	282388	108477	203701	290713	421166	444961	1182466	1087125	1527276	549213	2310684	1627895	4550282	4410052	11588509	28779022	26475307	28157384	11975274	0	0	0	0	0	0	0
FFQ	47	0	24599	1203	20115	61170	0	202623	158810	147636	128854	242463	95520	656255	171532	584486	161798	245564	83082	366234	218927	1205329	1261285	254859	1683698	733820	2139764	4755214	5899714	11586977	28782780	26528999	28187269	11987437	0	0	0	0	0	0	0
FFQ	48	0	0	42110	0	0	116791	0	262680	271481	0	3599	493814	165625	745105	99548	94371	87280	17874	231223	52240	329949	360081	1280379	453886	811146	441127	715703	3738200	6337629	3736984	24744476	32868965	25807048	24268702	0	0	0	0	0	0
FFQ	49	0	0	46735	0	0	122245	0	272573	279115	0	3873	503451	163049	770487	98684	76192	104632	17913	234978	53794	332060	365415	1284877	270908	912793	479907	687577	3520570	6297758	3855662	24908632	32900451	25800809	24212876	0	0	0	0	0	0
FFQ	50	0	0	44546	0	0	121152	0	271263	287379	0	3679	511951	169228	789009	91221	78323	106500	18459	238272	113396	432326	1389515	186230	290323	982841	637635	723443	8946009	645630	25994885	32103109	29269011	24132681	0	0	0	0	0	0	0
FFQ	51	0	0	46766	0	0	122644	0	276337	280238	0	15466	488040	163761	777115	87198	122091	61372	113234	146378	221112	355509	812572	784104	426609	747209	685120	659443	6201146	3396053	15088561	29579385	28809785	26163948	11946820	0	0	0	0	0	0
FFQ	52	0	0	24613	20325	0	63346	57406	139919	270764	147537	13636	254747	325085	473775	396054	215228	42019	110989	141866	223256	354145	226384	1366408	617601	656956	654083	685200	3620738	6174216	3883187	24631535	32804773	25773692	24208533	0	0	0	0	0	0
FFQ	53	0	38032	97811	0	203471	243030	0	136280	442063	168684	460260	427683	339074	569232	175576	113155	264103	734982	547375	233599	258269	2511655	1022284	2015159	1400445	2192941	316852	4587616	3108125	12691163	26044339	31224549	23737236	12272973	0	0	0	0	0	0
FFQ	54	0	0	46336	0	0	129600	0	291129	293446	0	3437	521623	172017	790155	105465	100003	96287	18483	253031	58087	357174	392207	1273679	485237	851581	473579	751053	3948868	6325618	3883637	24661837	32650146	25561871	24082430	0	0	0	0	0	0
FFQ	55	0	0	46930	0	0	128287	0	286503	298502	0	5553	525952	172487	809706	93053	80544	129813	0	248250	115392	446840	812107	759768	505780	944014	487428	1003231	6195893	3545737	15127986	29413263	28592656	25953651	11848690	0	0	0	0	0	0
FFQ	56	0	0	47024	0	0	129326	0	287809	309995	0	16601	516431	170980	820570	90944	129624	64187	117069	149121	234362	370305	234186	1371719	446185	775953	706909	680560	3453760	6201228	4061016	24694380	32786006	25633441	24078325	0	0	0	0	0	0
FFQ	57	0	0	49166	0	0	132367	0	291114	305324	0	18002	522866	179466	837293	95032	153067	45929	119359	151874	235980	373668	239219	1382332	649463	691196	679473	718970	3748555	6198270	4010952	24572244	32696069	25525073	23955693	0	0	0	0	0	0
FFQ	58	0	0	47748	0	0	134141	0	294226	308373	0	5833	539500	180109	831251	110103	83502	114681	18627	252421	55775	356804	387791	1274933	290180	967811	509150	736961	3690001	6312266	4056314	24744236	32781725	25485097	24008457	0	0	0	0	0	0
FFQ	59	0	0	47796	0	0	133502	0	297090	317071	0	18106	534026	178811	846691	94902	153161	47012	120104	211053	181568	381193	243541	1373444	657560	700893	695181	2104671	2437451	7858498	3251497	25698910	30618776	25458079	23917429	0	0	0	0	0	0
FFQ	60	0	0	51246	0	0	140022	0	305259	325199	0	19301	546402	184144	881600	83279	157412	65976	104103	155381	303656	481567	84739	1430757	897795	703673	686903	1027463	3546317	6276976	4059692	24233860	32510658	25404175	23910461	0	0	0	0	0	0
FFQ	61	0	0	25056	22727	0	71848	66395	157743	299827	159147	2098	286849	347255	519290	431516	186512	99286	19562	263026	123538	469727	231677	1329068	513404	947553	641569	781297	3827684	6212061	4045316	24427965	32635331	25480496	23953193	0	0	0	0	0	0
FFQ	62	0	0	52854	0	0	142613	0	308886	331958	0	17555	551890	186719	876861	99791	136886	71224	118828	159572	245228	386239	293954	1331363	404963	875530	743020	720934	3546034	6225520	4222074	24578979	32712758	25357894	23877889	0	0	0	0	0	0
FFQ	63	0	0	48860	0	0	139310	0	301720	326614	0	6698	560955	185693	865145	114840	86895	118634	19995	260200	56125	367794	397055	1291215	298580	1001657	526027	754852	3728628	6326912	4102929	24725591	32666673	25369003	23929416	0	0	0	0	0	0
FFQ	64	0	0	51166	0	0	141436	0	309116	327997	0	20740	553141	186707	882786	97688	141658	68417	126179	155892	243695	388045	247164	1377791	473176	818802	755126	718972	3538866	6210540	4196208	24666879	32677957	25320877	23880995	0	0	0	0	0	0
FFQ	65	0	0	52200	0	0	146723	0	318770	333662	0	4632	565987	185718	887497	100607	86123	124440	21024	268074	121980	478024	240589	1331946	451691	897737	678227	877612	3551146	6230908	4197644	24594666	32675189	25341558	23813642	0	0	0	0	0	0
FFQ	66	0	29399	29993	0	72054	76422	162334	357842	166419	20116	283560	386162	609531	557441	126447	215107	370180	36501	258898	437777	570820	920471	1280478	339989	2260668	719216	2521515	6093644	4715023	13198321	27598546	26915548	25580384	11667210	0	0	0	0	0	0
FFQ	67	0	36922	31786	83836	0	272913	219761	198519	179097	332707	108393	873488	221949	654419	315785	232574	211470	456562	504059	574757	709523	1524959	911200	2152098	868744	3657516	1980721	9227543	1183249	23634914	28714168	24986279	23518105	0	0	0	0	0	0	0
FFQ	68	0	0	55768	0	0	153516	0	325539	349515	0	22111	584931	197099	959663	105803	172280	53910	135016	167128	255942	415687	266325	1364050	737440	786214	764904	809117	4043767	6217535	4297381	24330052	32471628	24980939	23554756	0	0	0	0	0	0
FFQ	69	0	0	56064	0	0	155199	0	332243	354206	0	22660	590503	200017	954785	106836	171122	51900	133714	165705	252371	410676	264077	1372690	730877	776159	766338	798045	4016201	6234219	4270558	24390614	32420398	25000103	23579736	0	0	0	0	0	0
FFQ	70	0	0	56691	0	0	153296	0	326471	351094	0	23454	581620	195523	943008	104299	172338	51689	134357	163152	252598	407567	260266	1383630	732350	769789	761578	789787	3990762	6205755	4224037	24408007	32468663	25051624	23614611	0	0	0	0	0	0
FFQ	71	0	0	57173	0	0	157775	0	332939	360278	0	9876	608869	199926	950135	124070	94871	157426	0	276961	57173	393365	423301	1293070	421073	1236375	417251	1015287	3835176	6517611	4134474	24442826	32438968	25072135	23549632	0	0	0	0	0	0
FFQ	72	0	0	58018	0	0	158052	0	334289	361293	0	101463	594995	203738	968943	108433	151121	78230	135394	165595	259343	417163	263341	1380821	516768	918345	822808	776312	3684736	6237428	4361331	24494831	32471000	25015415	23538810	0	0	0	0	0	0
FFQ	73	0	0	62911	0	0	162103	0	345016	372447	0	120099	602466	226102	992433	97055	209297	50703	223992	125489	576947	256720	219046	1622873	757808	872531	1009523	830593	3296456	6396109	4287129	24199623	32294256	24910102	23458187	0	0	0	0	0	0
FFQ	74	0	0	62165	0	0	161466	0	343296	370048	0	106007	615735	208602	988728	111059	182556	53956	140294	166473	263495	427761	270736	1378055	774484	813852	803126	822966	4076419	6221661	4311338	24312142	32260506	24881946	23449144	0	0	0	0	0	0
FFQ	75	0	0	60378	0	0	166113	0	351651	382284	0	106668	631810	213016	999297	131073	158111	79738	138812	171577	197892	321505	456289	1329140	506403	870304	659618	771728	4001221	6345003	4386091	24636005	32418525	24735843	23351921	0	0	0	0	0	0
FFQ	76	0	0	86	52357	0	0	146605	0	324359	337584	0	87841	608605	210820	866011	135935	94560	169888	104528	488885	122003	660388	1669086	242260	496573	1097999	1462132	1599271	12670302	966839	25027204	29333237	28810305	20792353	0	0	0	0	0	0
FFQ	77	0	0	0	54167	0	0	148516	0	309789	322124	0	105810	580385	197132	888771	110988	202738	61957	239204	196232	238508	477165	1336086	292818	884213	937145	987275	4774349	6683585	5475878	24256137	32268175	24142298	22406571	0	0	0	0	0	0
FFQ	78	0	0	177	52503	0	0	141934	0	300963	305107	0	118030	524187	188795	841654	102792	199303	57322	275401	61725	340982	310161	1425922	261915	833564	736537	724986	4083296	6229891	4764853	24555717	32657229	25037139	23445931	0	0	0	0	0	0
FFQ	79	0	0	27833	25489	0	68759	69084	146154	302097	144372	45212	327920	339228	498996	506287	0	212839	26115	255721	54920	381315	390058	1280083	294721	1068144	607703	781410	3698294	6429925	4194186	24777490	32445850	25345047	23832764	0	0	0	0	0	0
FFQ	80	0	0	51466	0	0	138082	0	292766	295792	0	88031	521726	177546	790221	109090	84405	122480	76435	246470	0	371391	377236	1285027	284366	1032233	583932	3231751	1019794	9558862	2954696	25868688	29389333	25561241	24064956	0	0	0	0	0	0
FFQ	81	0	0	52506	0	0	140570	0	296957	301637	0	114998	501235	178199	819013	96288	207430	0	219040	50619	362028	280890	297768	1376136	778662	545485	794482	680320	3570881	6321991	3863840	24485799	32434887	25679515	24126840	0	0	0	0	0	0
FFQ	82	0	0	52226	0	0	138702	0	293615	303089	0	102065	512361	178897	819503	94978	135301	71163	123424	143739	235610	372425	231420	1373637	452697	844237	791449	710056	3211602	6358444	3984384	24666013	32572722	25679625	24124632	0	0	0	0	0	0
FFQ	83	0	33590	29322	74106	0	240071	186607	155034	207207	282014	155430	749466	182433	528143	122655	423311	60946	251987	302319	443908	404972	1427647	839109	1776322	670697	2266236	1954218	5858843	3297042	13056450	27790069	26991357	25953695	11862810	0	0	0	0	0	0
FFQ	84	0	0	53756	0	0	141069	0	305337	310007	0	101585	529970	185031	835322	99519	137916	74270	128721	150165	237057	385305	243290	1379523	593270	692337	796717	826283	3206777	6394051	4022890	24724962	32450154	25551866	24020866	0	0	0	0	0	0
FFQ	85	0	33468	28670	0	75280	74554	188095	337075	174957	45570	335525	414868	536108	654068	114309	467399	36767	259767	356355	463685	1084093	708981	891205	2101208	623460	2416091	5992703	2047703	15763398	17023256	24414781	25351403	13730784	11832430	0	0	0	0	0	0
FFQ	86	0	30549	30295	0	69792	75652	158085	351596	164069	77102	306834	362774	575398	556808	158202	230134	408569	36505	341178	405446	593220	1167259	1333782	749218	1792842	921981	3448305	4805233	6024089	12263896	28486197	24971133	25873576	11808297	0	0	0	0	0	0
FFQ	87	0	0	58772	0	0	147378	0	317628	328752	0	104094	552954	193146	862528	119966	145802	77410	138944	157259	190882	301812	408780	1346609	478213	843733	678841	719873	3493569	6511772	4047389	24660622	32396787	25384417	23910084	0	0	0	0	0	0
FFQ	88	0	35827	29913	76971	0	256043	196233	183464	209058	285468	159566	778218	218968	601036	228536	292590	114149	422407	190648	711495	703891	1035242	986461	1928867	808445	2222614	1796335	5760052	3338250	13047103	27680682	26793297	25724124	11762063	0	0	0	0	0	0
FFQ	89	0	0	56812	0	0	146110	0	315518	330735	0	105295	553722	190747	857748	117387	151478	81199	144968	162520	198571	307564	407210	1372653	491472	850919	682612	705919	3485189	6500645	4063744	24693721	32362464	25348278	23892816	0	0	0	0	0	0
FFQ	90	0	0	60124	0	0	152400	0	332359	340723	0	121917	554023	198892	893508	108090	207835	26187	261114	52434	407945	294654	334489	1413752	738770	516673	874255	759019	3300402	6425658	4194961	24559010	32372393	25244696	23831733	0	0	0	0	0	0
FFQ	91	0	44833	118053	0	229538	289202	0	214273	481391	167381	547748	609935	262686	651365	108639	416473	286839	424547	555797	506126	299361	1189677	2160430	649771	2559595	1721508	1794276	4411495	3333500	12984977	27540885	26690329	25593796	11733590	0	0	0	0	0	0
FFQ	92	0	0	59499	0	0	151383	0	327960	342902	0	107053	574225	198591	890024	123825	156074	86171	151485	175093	204262	328439	421160	1365089	523326	885558	698612	728954	3575173	6518140	4174958	24560163	32316003	25167427	23766467	0	0	0	0	0	0
FFQ	93	0	0	63083	0	0	157845	0	346009	353991	0	107169	596565	208370	931319	111824	161817	85174	154513	179643	270133	418761	265977	1418555	552484	941601	859698	744283	3425549	6397043	4353073	24493389	32271665	25043541	23664942	0	0	0	0	0	0
FFQ	94	0	0	66131	0	0	159853	0	350282	363483	0	107663	607418	209122	926341	127559	162853	86342	157251	180012	212219	331628	424399	1377118	534580	893936	714067	723087	3628251	6514802	4279667	24598452	32236319	25011364	23593817	0	0	0	0	0	0
FFQ	95	0	35598	33312	0	80312	82232	181357	393644	180978	62190	363377	400806	647312	595626	146806	281957	350618	184391	183278	552895	546228	1300817	1163282	806445	1947942	932804	2375459	5971419	4746594	13043451	27411636	26581406	25401079	11592765	0	0	0	0	0	0
FFQ	96	0	37732	34706	0	82753	82295	187556	377993	205305	62751	370726	405454	601382	642425	43464	423645	184806	315508	101746	563833	331335	1369663	1309769	642783	2013084	738899	2546174	6219945	4937737	13003454	27346062	26532849	25296017	11566165	0	0	0	0	0	0
FFQ	97	0	38835	34949	0	84200	86029	194248	412604	186645	47300	395685	416285	684876	616330	162679	230077	271817	354038	149673	432110	700855	1183911	1053764	1058194	2085768	870588	2520114	6014917	4786033	12973029	27278330	26500451	25221784	11531898	0	0	0	0	0	0
FFQ	98	0	0	70491	0	0	166737	0	365661	384729	0	111713	641204	221063	980686	132331	204469	66388	176301	199618	235784	360474	440661	1402893	886116	808392	678599	757688	4142138	6486236	4301289	24238719	31972960	24792404	23352272	0	0	0	0	0	0
FFQ	99	0	0	70240	0	0	170576	0	375672	393372	0	133018	634241	224382	992577	134045	244447	28502	325726	55771	425854	229402	538482	1421350	722180	659002	814015	638595	3737162	6476801	4463246	24452716	32098685	24799454	23318503	0	0	0	0	0	0
FFQ	100	0	86707	116	90366	93095	238778	429977	226841	62055	386987	532686	661887	920118	0	588119	268868	409602	423803	564055	391968	1864220	1239162	901405	3436603	1274093	4365260	5564811	6398557	10422171	23565029	28655192	22766490	11748995	0	0	0	0	0	0	0
FFQ	101	0	0	71919	0	0	175854	0	382374	398607	0	114781	658223	225363	1016069	135952	185873	100407	188468	210825	251086	378441	455552	1419815	637617	975573	752955	738817	3826950	6483731	4532402	24349443	32059261	24671159	23180499	0	0	0	0	0	0
FFQ	102	0	0	72079	0	0	176392	0	383946	404604	0	115015	665920	228203	1025770	134945	217410	67757	188634	205660	249676	369803	448200	1420883	933364	820755	694855	766866	4261908	6480470	4422165	24109561	31905389	24628892	23178894	0	0	0	0	0	0
FFQ	103	0	0	73624	0	0	174556	0	381123	402436	0	93639	690105	228553	1024701	136024	112410	170952	29073	364677	56391	500302	421510	1353970	409229	1344100	668534	818656	3841382	6484520	4597199	24395813	32031724	24636619	23136194	0	0	0	0	0	0
FFQ	104	0	0	68390	0	0	172182	0	374925	399070	0	115459	665116	225801	1031925	107620	226239	67229	185269	204926	305666	401849	206121	1604720	898686	729392	947204	672480	3949478	6597094	4599526	23995559	31993874	24689356	23142860	0	0	0	0	0	0
FFQ	105	0	0	72405	0	0	176519	0	386800	407342	0	94405	696788	231071	1036080	137194	113829	171160	29627	365365	57281	503192	419801	1349525	411457	1343969	670522	819619	3850559	6511415	4615673	24352593	32075215	24606313	23072297	0	0	0	0	0	0
